jahr;foerderungswerber;foerderungsart;mediumtyp;zeitung;gesetzlichegrundlage;status;foerderungsbetrag;"1. Teilbetrag";"2. Teilbetrag";ablehnungsgrund
2009;"Die Presse Verlags-Gesellschaft m.b.H. & Co KG";"Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen";;"Die Presse";"Abschnitt III PresseFG 2004";abgeschlossen;"1180841,80";"590420,90";"590420,90";
2009;"Kärntner Druck- und Verlagsges.m.b.H.";"Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen";;"Neue Kärntner Tageszeitung";"Abschnitt III PresseFG 2004";abgeschlossen;"1139264,80";"569632,40";"569632,40";
2009;"OÖ Media Data Vertriebs- und Verlagsges.m.b.H.";"Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen";;"Neues Volksblatt";"Abschnitt III PresseFG 2004";abgeschlossen;"892001,50";"446000,75";"446000,75";
2009;"Salzburger Volkszeitung GmbH & Co KG";"Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen";;"SVZ Salzburger Volkszeitung";"Abschnitt III PresseFG 2004";abgeschlossen;"769595,10";"384797,55";"384797,55";
2009;"Standard Verlagsgesellschaft m.b.H.";"Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen";;"Der Standard";"Abschnitt III PresseFG 2004";abgeschlossen;"1180841,80";"590420,90";"590420,90";
2009;"Verlagsgruppe NEWS Gesellschaft m.b.H.";"Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen";;profil;"Abschnitt III PresseFG 2004";abgelehnt;",00";",00";",00";
2009;"Verlagsgruppe NEWS Gesellschaft m.b.H.";"Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen";;Format;"Abschnitt III PresseFG 2004";abgelehnt;",00";",00";",00";
2009;"WirtschaftsBlatt Verlag AG";"Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen";;WirtschaftsBlatt;"Abschnitt III PresseFG 2004";abgeschlossen;"662189,30";"331094,65";"331094,65";
2009;"Zeitungs- und Verlagsges.m.b.H.";"Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen";;"Neue Vorarlberger Tageszeitung";"Abschnitt III PresseFG 2004";abgeschlossen;"820265,70";"410132,85";"410132,85";
2009;"Friedrich Austerlitz-Institut für JournalistInnenausbildung";"Förderung von Vereinigungen der Journalistenausbildung";;"Friedrich Austerlitz-Institut für JournalistInnenausbildung";"§ 10 Abs.2 PresseFG 2004";abgeschlossen;"8856,30";"4428,15";"4428,15";
2009;"Friedrich Funder Institut für Publizistik, Medienforschung und Journalistenförderung";"Förderung von Vereinigungen der Journalistenausbildung";;"Friedrich Funder Institut für Publizistik, Medienforschung und Journalistenförderung";"§ 10 Abs.2 PresseFG 2004";abgeschlossen;"23537,80";"11768,90";"11768,90";
2009;"GESPU - Gesellschaft für Publizistik und Medienforschung";"Förderung von Vereinigungen der Journalistenausbildung";;"GESPU - Gesellschaft für Publizistik und Medienforschung";"§ 10 Abs.2 PresseFG 2004";abgeschlossen;"27657,90";"13828,95";"13828,95";
2009;"Katholische Medien Akademie";"Förderung von Vereinigungen der Journalistenausbildung";;"Katholische Medien Akademie";"§ 10 Abs.2 PresseFG 2004";abgeschlossen;"65052,00";"32526,00";"32526,00";
2009;"M-MEDIA, Verein zur Förderung interkultureller Medienarbeit";"Förderung von Vereinigungen der Journalistenausbildung";;"M-MEDIA, Verein zur Förderung interkultureller Medienarbeit";"§ 10 Abs.2 PresseFG 2004";abgeschlossen;"5000,00";"2500,00";"2500,00";
2009;"OÖ Journalistenakademie";"Förderung von Vereinigungen der Journalistenausbildung";;"OÖ Journalistenakademie";"§ 10 Abs.2 PresseFG 2004";abgeschlossen;"65052,00";"32526,00";"32526,00";
2009;"Österreichische Medienakademie - Kuratorium für Journalistenausbildung";"Förderung von Vereinigungen der Journalistenausbildung";;"Österreichische Medienakademie - Kuratorium für Journalistenausbildung";"§ 10 Abs.2 PresseFG 2004";abgeschlossen;"455364,00";"227682,00";"227682,00";
2009;"Klub der Wirtschaftspublizisten";"Förderung von Vereinigungen, deren Hauptaufgabe die Veranstaltung oder Durchführung von Pressekonferenzen ist";;"Klub der Wirtschaftspublizisten";"§ 11 Abs.4 PresseFG 2004";abgeschlossen;"3002,40";"1501,20";"1501,20";
2009;"Oberösterreichischer Presseclub";"Förderung von Vereinigungen, deren Hauptaufgabe die Veranstaltung oder Durchführung von Pressekonferenzen ist";;"Oberösterreichischer Presseclub";"§ 11 Abs.4 PresseFG 2004";abgeschlossen;"9507,60";"4753,80";"4753,80";
2009;"Presseclub Carinthia";"Förderung von Vereinigungen, deren Hauptaufgabe die Veranstaltung oder Durchführung von Pressekonferenzen ist";;"Presseclub Carinthia";"§ 11 Abs.4 PresseFG 2004";abgeschlossen;"3002,40";"1501,20";"1501,20";
2009;"Presseclub Concordia";"Förderung von Vereinigungen, deren Hauptaufgabe die Veranstaltung oder Durchführung von Pressekonferenzen ist";;"Presseclub Concordia";"§ 11 Abs.4 PresseFG 2004";abgeschlossen;"25020,00";"12510,00";"12510,00";
2009;"Steirischer Presseclub";"Förderung von Vereinigungen, deren Hauptaufgabe die Veranstaltung oder Durchführung von Pressekonferenzen ist";;"Steirischer Presseclub";"§ 11 Abs.4 PresseFG 2004";abgeschlossen;"7506,00";"3753,00";"3753,00";
2009;"Verband der Agrarjournalisten und -publizisten in Österreich (VAÖ)";"Förderung von Vereinigungen, deren Hauptaufgabe die Veranstaltung oder Durchführung von Pressekonferenzen ist";;"Verband der Agrarjournalisten und -publizisten in Österreich (VAÖ)";"§ 11 Abs.4 PresseFG 2004";abgeschlossen;"1000,80";"500,40";"500,40";
2009;"Verband der Auslandspresse Wien";"Förderung von Vereinigungen, deren Hauptaufgabe die Veranstaltung oder Durchführung von Pressekonferenzen ist";;"Verband der Auslandspresse Wien";"§ 11 Abs.4 PresseFG 2004";abgeschlossen;"1000,80";"500,40";"500,40";
2009;"Verband katholischer Publizistinnen und Publizisten Österreichs";"Förderung von Vereinigungen, deren Hauptaufgabe die Veranstaltung oder Durchführung von Pressekonferenzen ist";;"Verband katholischer Publizistinnen und Publizisten Österreichs";"§ 11 Abs.4 PresseFG 2004";abgelehnt;",00";",00";",00";
2009;"Die Presse Verlags-Gesellschaft m.b.H. & Co KG";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Die Presse";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"20857,30";"10428,65";"10428,65";
2009;"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Vorarlberger Nachrichten";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"5133,80";"2566,90";"2566,90";
2009;"Kleine Zeitung GmbH & Co KG";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Kleine Zeitung Steiermark und Kärnten";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"15911,80";"7955,90";"7955,90";
2009;"Kärntner Druck- und Verlagsges.m.b.H.";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Neue Kärntner Tageszeitung";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"449,40";"224,70";"224,70";
2009;"Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Neue Kronenzeitung";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"18878,00";"9439,00";"9439,00";
2009;"Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;Kurier;"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"18429,40";"9214,70";"9214,70";
2009;"OÖ Media Data Vertriebs- und Verlagsges.m.b.H.";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Neues Volksblatt";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"2104,90";"1052,45";"1052,45";
2009;"OÖN Redaktion GmbH & CO KG";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"OÖ Nachrichten";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"20191,70";"10095,85";"10095,85";
2009;"Salzburger Nachrichten Verlagsges.m.b.H. & Co KG";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Salzburger Nachrichten";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"20652,10";"10326,05";"10326,05";
2009;"Salzburger Volkszeitung GmbH & Co KG";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"SVZ Salzburger Volkszeitung";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"4011,80";"2005,90";"2005,90";
2009;"Schlüsselverlag J.S. Moser GmbH.";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Tiroler Tageszeitung";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"20149,50";"10074,75";"10074,75";
2009;"Standard Verlagsgesellschaft m.b.H.";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Der Standard";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"27693,80";"13846,90";"13846,90";
2009;"WirtschaftsBlatt Verlag AG";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;WirtschaftsBlatt;"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"2199,90";"1099,95";"1099,95";
2009;"Zeitungs- und Verlagsges.m.b.H.";"Refundierung für die Gratisverteilung an Schulen - Tageszeitungen";;"Neue Vorarlberger Tageszeitung";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"400,50";"200,25";"200,25";
2009;"Die Furche ZeitschriftenbetriebsgesmbH & Co KG";"Refundierung für die Gratisverteilung an Schulen - Wochenzeitungen";;"Die Furche";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"13047,60";"6523,80";"6523,80";
2009;"Diözese Innsbruck";"Refundierung für die Gratisverteilung an Schulen - Wochenzeitungen";;"Tiroler Sonntag - Kirchenzeitung der Diözese Innsbruck";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"1345,00";"672,50";"672,50";
2009;"Falter Zeitschriftengesellschaft m.b.H.";"Refundierung für die Gratisverteilung an Schulen - Wochenzeitungen";;Falter;"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"346,30";"173,15";"173,15";
2009;"Kirchenzeitung Diözese Linz";"Refundierung für die Gratisverteilung an Schulen - Wochenzeitungen";;"Kirchenzeitung Diözese Linz";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"91,50";"45,75";"45,75";
2009;"Kroatischer Presseverein";"Refundierung für die Gratisverteilung an Schulen - Wochenzeitungen";;"Hrvatske Novine";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"566,40";"283,20";"283,20";
2009;"Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H.";"Refundierung für die Gratisverteilung an Schulen - Wochenzeitungen";;BVZ;"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"124,40";"62,20";"62,20";
2009;"Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H.";"Refundierung für die Gratisverteilung an Schulen - Wochenzeitungen";;NÖN;"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"2005,40";"1002,70";"1002,70";
2009;"Osttiroler Bote Medienunternehmen Ges.m.b.H.";"Refundierung für die Gratisverteilung an Schulen - Wochenzeitungen";;"Osttiroler Bote";"§ 11 Abs.2 Z 2 PresseFG 2004";abgeschlossen;"84,70";"42,35";"42,35";
2009;"Die Presse Verlags-Gesellschaft m.b.H. & Co KG";"Vertriebsförderung von Tageszeitungen";;"Die Presse";"Abschnitt II PresseFG 2004";abgeschlossen;"150369,20";"75184,60";"75184,60";
2009;"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH";"Vertriebsförderung von Tageszeitungen";;"Vorarlberger Nachrichten";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"Kleine Zeitung GmbH & Co KG";"Vertriebsförderung von Tageszeitungen";;"Kleine Zeitung Steiermark und Kärnten";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"Kärntner Druck- und Verlagsges.m.b.H.";"Vertriebsförderung von Tageszeitungen";;"Neue Kärntner Tageszeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG";"Vertriebsförderung von Tageszeitungen";;"Neue Kronenzeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG";"Vertriebsförderung von Tageszeitungen";;Kurier;"Abschnitt II PresseFG 2004";abgeschlossen;"150369,20";"75184,60";"75184,60";
2009;"OÖ Media Data Vertriebs- und Verlagsges.m.b.H.";"Vertriebsförderung von Tageszeitungen";;"Neues Volksblatt";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"OÖN Redaktion GmbH & CO KG";"Vertriebsförderung von Tageszeitungen";;"OÖ Nachrichten";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"Salzburger Nachrichten Verlagsges.m.b.H. & Co KG";"Vertriebsförderung von Tageszeitungen";;"Salzburger Nachrichten";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"Salzburger Volkszeitung GmbH & Co KG";"Vertriebsförderung von Tageszeitungen";;"SVZ Salzburger Volkszeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"Schlüsselverlag J.S. Moser GmbH.";"Vertriebsförderung von Tageszeitungen";;"Tiroler Tageszeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"Standard Verlagsgesellschaft m.b.H.";"Vertriebsförderung von Tageszeitungen";;"Der Standard";"Abschnitt II PresseFG 2004";abgeschlossen;"187961,50";"93980,75";"93980,75";
2009;"WirtschaftsBlatt Verlag AG";"Vertriebsförderung von Tageszeitungen";;WirtschaftsBlatt;"Abschnitt II PresseFG 2004";abgeschlossen;"112776,90";"56388,45";"56388,45";
2009;"Zeitungs- und Verlagsges.m.b.H.";"Vertriebsförderung von Tageszeitungen";;"Neue Vorarlberger Tageszeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"150369,20";"75184,60";"75184,60";
2009;"A.B.C. Werbeagentur Ges.m.b.H.";"Vertriebsförderung von Wochenzeitungen";;"Kärntner Nachrichten";"Abschnitt II PresseFG 2004";abgeschlossen;"51872,90";"25936,45";"25936,45";
2009;"Agrar Media Verlagsgesellschaft mbH.";"Vertriebsförderung von Wochenzeitungen";;"Österreichische BauernZeitung (Bauernbündler)";"Abschnitt II PresseFG 2004";abgeschlossen;"90060,30";"45030,15";"45030,15";
2009;"Bischöfliches Ordinariat, Diözese Graz-Seckau";"Vertriebsförderung von Wochenzeitungen";;"Sonntagsblatt für Steiermark";"Abschnitt II PresseFG 2004";abgeschlossen;"90060,30";"45030,15";"45030,15";
2009;"Bischöfliches Seelsorgeamt";"Vertriebsförderung von Wochenzeitungen";;"Der Sonntag - Kärntner Kirchenzeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"51872,90";"25936,45";"25936,45";
2009;"Bischöfliches Seelsorgeamt";"Vertriebsförderung von Wochenzeitungen";;"Nedelja  Slowenische Kirchenzeitung der Diözese Gurk";"Abschnitt II PresseFG 2004";abgeschlossen;"16728,90";"8364,45";"8364,45";
2009;"Die Furche ZeitschriftenbetriebsgesmbH & Co KG";"Vertriebsförderung von Wochenzeitungen";;"Die Furche";"Abschnitt II PresseFG 2004";abgeschlossen;"87808,70";"43904,35";"43904,35";
2009;"Die ganze Woche Ges.m.b.H.";"Vertriebsförderung von Wochenzeitungen";;"Die ganze Woche";"Abschnitt II PresseFG 2004";abgeschlossen;"91826,10";"45913,05";"45913,05";
2009;"Diözese Eisenstadt -Pastoralamt";"Vertriebsförderung von Wochenzeitungen";;"Eisenstädter Kirchenzeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"85557,20";"42778,60";"42778,60";
2009;"Diözese Eisenstadt, Kroatische Sektion des Pastoralamtes";"Vertriebsförderung von Wochenzeitungen";;"GLASNIK  Crikvene novine Zeljezanske biskupije";"Abschnitt II PresseFG 2004";abgeschlossen;"7769,90";"3884,95";"3884,95";
2009;"Diözese Feldkirch";"Vertriebsförderung von Wochenzeitungen";;KirchenBlatt;"Abschnitt II PresseFG 2004";abgeschlossen;"75712,40";"37856,20";"37856,20";
2009;"Diözese Innsbruck Bischöfliches Ordinariat";"Vertriebsförderung von Wochenzeitungen";;"Tiroler Sonntag - Kirchenzeitung der Diözese Innsbruck";"Abschnitt II PresseFG 2004";abgeschlossen;"89530,50";"44765,25";"44765,25";
2009;"Falter Zeitschriftengesellschaft m.b.H.";"Vertriebsförderung von Wochenzeitungen";;Falter;"Abschnitt II PresseFG 2004";abgeschlossen;"82555,20";"41277,60";"41277,60";
2009;"Freiheitliche Partei Österreichs (FPÖ)";"Vertriebsförderung von Wochenzeitungen";;"Neue Freie Zeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"43043,50";"21521,75";"21521,75";
2009;"Kirchenblatt für die Diözese St. Pölten";"Vertriebsförderung von Wochenzeitungen";;"Kirche bunt  St. Pöltner Kirchenzeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"72048,20";"36024,10";"36024,10";
2009;"Kirchenzeitung Diözese Linz";"Vertriebsförderung von Wochenzeitungen";;"Kirchenzeitung Diözese Linz";"Abschnitt II PresseFG 2004";abgeschlossen;"91826,10";"45913,05";"45913,05";
2009;"Kitzbüheler Anzeiger Ges.m.b.H.";"Vertriebsförderung von Wochenzeitungen";;"Kitzbüheler Anzeiger";"Abschnitt II PresseFG 2004";abgeschlossen;"10000,00";"5000,00";"5000,00";
2009;"Kroatischer Presseverein";"Vertriebsförderung von Wochenzeitungen";;"Hrvatske Novine";"Abschnitt II PresseFG 2004";abgeschlossen;"10595,30";"5297,65";"5297,65";
2009;"Murtaler Zeitung GmbH. & Co KG";"Vertriebsförderung von Wochenzeitungen";;"Murtaler Zeitung";"Abschnitt II PresseFG 2004";abgeschlossen;"8000,00";"4000,00";"4000,00";
2009;"Neues Land Medien GesmbH";"Vertriebsförderung von Wochenzeitungen";;"Neues Land";"Abschnitt II PresseFG 2004";abgeschlossen;"90060,30";"45030,15";"45030,15";
2009;"Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H.";"Vertriebsförderung von Wochenzeitungen";;BVZ;"Abschnitt II PresseFG 2004";abgeschlossen;"50504,40";"25252,20";"25252,20";
2009;"Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H.";"Vertriebsförderung von Wochenzeitungen";;NÖN;"Abschnitt II PresseFG 2004";abgeschlossen;"91826,10";"45913,05";"45913,05";
2009;"Ordinariat der Erzdiözese Salzburg";"Vertriebsförderung von Wochenzeitungen";;"Rupertusblatt - Wochenzeitung der Erzdiözese Salzburg";"Abschnitt II PresseFG 2004";abgeschlossen;"79317,80";"39658,90";"39658,90";
2009;"Osttiroler Bote Medienunternehmen Ges.m.b.H.";"Vertriebsförderung von Wochenzeitungen";;"Osttiroler Bote";"Abschnitt II PresseFG 2004";abgeschlossen;"10000,00";"5000,00";"5000,00";
2009;"Raiffeisen Media GmbH";"Vertriebsförderung von Wochenzeitungen";;Raiffeisenzeitung;"Abschnitt II PresseFG 2004";abgeschlossen;"79464,90";"39732,45";"39732,45";
2009;"Salzburger Woche Verlags GesmbH";"Vertriebsförderung von Wochenzeitungen";;"Salzburger Woche";"Abschnitt II PresseFG 2004";abgeschlossen;"90060,30";"45030,15";"45030,15";
2009;"Slomedia GmbH";"Vertriebsförderung von Wochenzeitungen";;NOVICE;"Abschnitt II PresseFG 2004";abgeschlossen;"31521,10";"15760,55";"15760,55";
2009;"Sportverlag GmbH & Co KG";"Vertriebsförderung von Wochenzeitungen";;Sportwoche;"Abschnitt II PresseFG 2004";abgeschlossen;"26792,90";"13396,45";"13396,45";
2009;"Sportzeitung Verlags-GmbH";"Vertriebsförderung von Wochenzeitungen";;Sportzeitung;"Abschnitt II PresseFG 2004";abgeschlossen;"2251,50";"1125,75";"1125,75";
2009;"Verlag der SPÖ GmbH";"Vertriebsförderung von Wochenzeitungen";;"SPÖ-aktuell";"Abschnitt II PresseFG 2004";abgeschlossen;"67692,30";"33846,15";"33846,15";
2009;"Verlag Rudolf M. Rohrer";"Vertriebsförderung von Wochenzeitungen";;BadenerZeitung;"Abschnitt II PresseFG 2004";abgeschlossen;"10000,00";"5000,00";"5000,00";
2009;"Verlagsgruppe NEWS Gesellschaft m.b.H.";"Vertriebsförderung von Wochenzeitungen";;Format;"Abschnitt II PresseFG 2004";abgeschlossen;"35317,80";"17658,90";"17658,90";
2009;"Verlagsgruppe NEWS Gesellschaft m.b.H.";"Vertriebsförderung von Wochenzeitungen";;Profil;"Abschnitt II PresseFG 2004";abgeschlossen;"54036,20";"27018,10";"27018,10";
2009;"Verlagsgruppe NEWS Gesellschaft m.b.H.";"Vertriebsförderung von Wochenzeitungen";;"tv media";"Abschnitt II PresseFG 2004";abgeschlossen;"91826,10";"45913,05";"45913,05";
2009;"Verlagsgruppe NEWS Gesellschaft m.b.H.";"Vertriebsförderung von Wochenzeitungen";;NEWS;"Abschnitt II PresseFG 2004";abgeschlossen;"72048,20";"36024,10";"36024,10";
2009;"W 3 Verlagsges.m.b.H.";"Vertriebsförderung von Wochenzeitungen";;"Zur Zeit - Die Wochenzeitung für Österreich";"Abschnitt II PresseFG 2004";abgeschlossen;"46354,50";"23177,25";"23177,25";
2009;"Wallig GMBH Ennstaler Druckerei und Verlag";"Vertriebsförderung von Wochenzeitungen";;"Der Ennstaler";"Abschnitt II PresseFG 2004";abgeschlossen;"10000,00";"5000,00";"5000,00";
2009;"Wiener Domverlag Ges.m.b.H.";"Vertriebsförderung von Wochenzeitungen";;"Der Sonntag";"Abschnitt II PresseFG 2004";abgeschlossen;"85557,20";"42778,60";"42778,60";
2009;"Verein zur Förderung der Nutzung von Zeitungen in der Schule";"Zuschuss an Vereinigungen zur Leseförderungen";;"Verein Zeitung in der Schule";"§ 11 Abs.2 Z 1 PresseFG 2004";abgeschlossen;"199847,80";"99923,90";"99923,90";
2009;"Die Presse Verlags-Gesellschaft m.b.H. & Co KG";"Zuschuss zu den Kosten angestellter Auslandskorrespondenten";;"Die Presse";"§ 11 Abs.1 PresseFG 2004";abgeschlossen;"40000,00";"20000,00";"20000,00";
2009;"Kleine Zeitung GmbH & Co KG";"Zuschuss zu den Kosten angestellter Auslandskorrespondenten";;"Kleine Zeitung Steiermark und Kärnten";"§ 11 Abs.1 PresseFG 2004";abgeschlossen;"40000,00";"20000,00";"20000,00";
2009;"Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG";"Zuschuss zu den Kosten angestellter Auslandskorrespondenten";;Kurier;"§ 11 Abs.1 PresseFG 2004";abgeschlossen;"24917,00";"12458,50";"12458,50";
2009;"Salzburger Nachrichten Verlagsges.m.b.H. & Co KG";"Zuschuss zu den Kosten angestellter Auslandskorrespondenten";;"Salzburger Nachrichten";"§ 11 Abs.1 PresseFG 2004";abgeschlossen;"40000,00";"20000,00";"20000,00";
2009;"Standard Verlagsgesellschaft m.b.H.";"Zuschuss zu den Kosten angestellter Auslandskorrespondenten";;"Der Standard";"§ 11 Abs.1 PresseFG 2004";abgeschlossen;"40000,00";"20000,00";"20000,00";
2009;"WirtschaftsBlatt Verlag AG";"Zuschuss zu den Kosten angestellter Auslandskorrespondenten";;WirtschaftsBlatt;"§ 11 Abs.1 PresseFG 2004";abgeschlossen;"40000,00";"20000,00";"20000,00";
2009;"Die Presse Verlags-Gesellschaft m.b.H. & Co KG";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"Die Presse";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
2009;"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"Vorarlberger Nachrichten";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"3000,00";"1500,00";"1500,00";
2009;"Kleine Zeitung GmbH & Co KG";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"Kleine Zeitung Steiermark und Kärnten";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
2009;"Kärntner Druck- und Verlagsges.m.b.H.";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"Neue Kärntner Tageszeitung";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
2009;"Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;Kurier;"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"5000,00";"2500,00";"2500,00";
2009;"Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"Neue Kronenzeitung";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
2009;"OÖ Media Data Vertriebs- und Verlagsges.m.b.H.";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"Neues Volksblatt";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
2009;"OÖN Redaktion GmbH & CO KG";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"OÖ Nachrichten";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
2009;"Salzburger Nachrichten Verlagsges.m.b.H. & Co KG";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"Salzburger Nachrichten";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
2009;"Salzburger Volkszeitung GmbH & Co KG";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"SVZ Salzburger Volkszeitung";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
2009;"Schlüsselverlag J.S. Moser GmbH.";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"Tiroler Tageszeitung";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
2009;"Standard Verlagsgesellschaft m.b.H.";"Zuschuss zu den Kosten der redaktionsinternen Ausbildung von Nachwuchsjournalisten - Tageszeitungen";;"Der Standard";"§ 10 Abs.1 PresseFG 2004";abgeschlossen;"18000,00";"9000,00";"9000,00";
